Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cyprus,CYP,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,23700000,20240000,15950000,9120000,3940000,5630000,270000,120000,1100000,2400000,960000,3290000,3160000,4350000,8910000,8840000,22070000,47530000,28100000,15710000,24090000,2680000,5020000,2640000,3580000,21570000,27610000,22520000,15890000,21900000,17840000,19360000,16850000,9540000,13880000,9170000,3880000,5780000,20800000,12110000,5200000,-1450000,20940000,13650000,34230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,CZE,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500000,54410000,46020000,49960000,102990000,46210000,70470000,76280000,55360000,116220000,93770000,92070000,127640000,225180000,242960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,3470000,6140000,3210000,3620000,4330000,2850000,6320000,9000000,13610000,14770000,12310000,28050000,90120000,5250000,29780000,34560000,24020000,23730000,41770000,32640000,51160000,46630000,39500000,31920000,144070000,51580000,56620000,53670000,54340000,49640000,42560000,38600000,47800000,42620000,28740000,21880000,25180000,26470000,30770000,41540000,65420000,83010000,92300000,103910000,105760000,108620000,115390000,108880000,113920000,106940000,115070000,101200000,120380000,0,0
Dominica,DMA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770000,3250000,1620000,2840000,5470000,8210000,13610000,8300000,6170000,2300000,7210000,9420000,3870000,4420000,9540000,7780000,3480000,3940000,6250000,6130000,12790000,24600000,22640000,7210000,24160000,4960000,5040000,8630000,21130000,2930000,17690000,6170000,16710000,19780000,20890000,24650000,26560000,22610000,10710000,12610000,9510000,5750000,14590000,18330000,28330000,0,0
Dominican Republic,DOM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,7000000,30000000,13030000,65080000,30470000,7990000,29050000,8800000,9280000,8280000,6250000,5300000,6380000,9180000,12200000,10540000,7000000,20550000,14390000,13000000,7700000,8750000,63390000,96180000,20060000,48940000,57520000,34020000,30270000,18700000,38480000,46290000,41080000,42010000,54420000,51310000,58340000,84480000,44550000,46540000,51100000,44360000,63570000,71010000,83930000,193400000,170440000,152680000,191670000,135590000,162730000,136750000,128850000,88620000,104890000,108040000,105030000,0,0
Ecuador,ECU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5020000,9000000,6080000,9160000,13080000,14040000,8840000,4870000,4250000,2490000,3180000,3500000,1800000,3920000,4660000,2750000,3270000,4630000,9740000,12680000,7430000,8000000,12030000,20840000,24310000,23870000,33950000,37240000,30700000,40230000,52820000,47590000,65300000,34310000,47970000,72770000,56650000,52300000,63870000,54820000,69010000,80250000,111980000,88270000,111890000,185620000,114810000,168400000,178520000,176380000,151760000,163670000,134060000,118560000,119770000,94540000,130490000,107520000,122490000,0,0
"Egypt, Arab Rep.",EGY,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,110660000,103320000,170870000,142090000,173990000,76650000,40080000,-210000,3750000,12900000,153400000,127580000,130700000,642550000,1049560000,1428250000,1293490000,999040000,956240000,379370000,166990000,205510000,312450000,382950000,550280000,749110000,775520000,559930000,443730000,560310000,4840610000,3726610000,2576700000,986270000,1206360000,1025750000,1227950000,1052890000,1394610000,803200000,1007480000,698640000,729730000,588050000,1437320000,878120000,677270000,1277910000,1612940000,901580000,647800000,419980000,564410000,3189570000,3546390000,747560000,769050000,301650000,345380000,0,0
El Salvador,SLV,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1010000,1010000,5060000,10050000,9090000,6440000,6050000,4870000,4680000,2030000,1320000,2080000,2070000,1150000,1590000,4990000,3920000,4240000,4600000,10940000,30680000,16380000,116780000,157140000,148440000,203110000,183560000,293790000,244730000,199370000,160730000,119900000,183110000,614660000,87510000,101960000,102020000,92830000,116090000,95590000,73250000,150960000,107260000,103370000,119130000,137470000,112000000,163040000,166200000,248070000,324460000,296900000,230430000,178280000,117330000,116520000,147950000,174120000,263690000,0,0
Equatorial Guinea,GNQ,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,1200000,0,0,0,430000,1390000,5290000,8800000,6100000,7770000,7190000,7810000,26480000,15660000,27480000,43450000,10040000,22910000,14610000,10960000,15000000,18350000,13190000,13040000,11390000,17860000,15400000,12460000,11590000,37900000,26060000,18310000,26570000,23450000,17240000,75880000,24010000,7860000,7540000,7280000,8990000,10440000,10240000,7210000,0,0
Eritrea,ERI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,30000,0,620000,2150000,1620000,0,2120000,4930000,4140000,4680000,5610000,4500000,4500000,4500000,0,1000000,2000000,2000000,0,4500000,0,1000000,60400000,113940000,103230000,92250000,60200000,75360000,65370000,106520000,151410000,120810000,205950000,191680000,238660000,88850000,117680000,110510000,127880000,147410000,108610000,74980000,84330000,82710000,91070000,55170000,72700000,82000000,0,0
Estonia,EST,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6830000,71010000,25080000,17940000,19750000,35660000,47320000,64060000,48680000,50150000,45370000,49250000,73140000,120250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1290000,3100000,2210000,2650000,6140000,7800000,6370000,6930000,5740000,6920000,3490000,-1510000,3140000,1180000,2640000,4300000,1680000,5010000,8970000,10710000,11760000,9360000,5790000,9260000,11840000,7520000,6500000,17290000,9180000,13590000,20150000,17110000,29190000,21200000,19940000,18850000,18880000,17770000,19780000,11760000,9900000,10970000,7800000,18450000,23530000,38930000,25160000,46160000,66380000,57060000,89750000,116700000,78830000,113150000,80660000,88000000,123710000,131940000,96070000,0,0
Ethiopia,ETH,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,14710000,20660000,24520000,21460000,12320000,15730000,4170000,2730000,3140000,1980000,6050000,-3910000,2600000,11650000,49540000,35190000,46360000,44650000,68170000,80290000,124490000,135940000,106710000,149460000,205260000,524740000,451730000,345670000,583350000,383190000,604010000,781600000,886660000,561920000,638750000,476020000,393610000,357960000,430370000,356790000,426640000,449920000,566340000,1294370000,1491310000,1494820000,5611410000,2073730000,2868220000,2729760000,2643330000,2685390000,2412200000,2496980000,2323580000,2205880000,2442870000,2530130000,2365620000,0,0
Faroe Islands,FRO,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1080000,970000,4980000,4200000,3390000,4410000,2970000,1640000,2950000,5380000,4190000,5090000,2230000,6860000,4840000,6470000,7580000,8170000,9230000,16380000,15280000,16900000,14240000,13890000,11320000,16490000,17970000,16810000,17960000,12360000,14340000,11480000,25600000,23090000,10340000,19810000,18760000,14470000,13830000,14880000,9590000,5300000,6100000,16960000,28290000,38130000,22500000,21920000,19770000,44590000,38240000,39050000,50730000,46670000,51150000,69590000,67940000,110170000,65910000,0,0
Finland,FIN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,FRA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,6500000,7400000,8420000,9280000,9150000,7910000,12640000,18930000,16800000,27610000,36810000,-8280000,20100000,25040000,38050000,27330000,23000000,22520000,17440000,24580000,63490000,26640000,67780000,65820000,103610000,72030000,106970000,102960000,113950000,161420000,139080000,97820000,93470000,62070000,78130000,115160000,120710000,144790000,169370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,20000,1010000,8730000,7770000,2210000,6770000,4430000,7760000,9700000,8680000,18620000,21600000,6420000,25500000,6830000,3140000,4370000,3340000,3630000,6460000,22110000,31290000,33500000,15700000,6200000,9220000,23170000,35110000,29770000,27970000,29650000,64590000,146820000,87160000,77830000,58380000,52000000,38470000,39170000,35890000,55910000,85510000,33490000,47200000,22690000,31130000,28470000,56340000,57770000,59720000,25660000,26230000,25670000,28230000,24760000,25930000,20060000,0,0
"Gambia, The",GMB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,630000,1430000,2490000,4970000,2370000,4000000,2280000,1870000,2680000,730000,120000,1420000,2430000,1860000,5740000,2450000,3920000,10480000,12390000,12500000,27150000,35840000,20600000,16680000,29490000,20510000,40590000,47150000,48320000,47730000,44650000,43790000,43930000,44460000,37690000,17640000,13160000,17780000,24240000,14060000,21740000,18950000,25320000,23020000,34850000,26450000,33600000,268260000,57720000,82370000,95000000,102910000,96240000,84850000,77880000,51240000,66190000,133030000,125960000,0,0
Georgia,GEO,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,19510000,97330000,172430000,84600000,82700000,53570000,62460000,68110000,59750000,77160000,72100000,84760000,138950000,109850000,144030000,237010000,626040000,528950000,372580000,352140000,310370000,324590000,288340000,252850000,248640000,318310000,314120000,0,0
Germany,DEU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,2530000,2610000,3100000,3900000,6390000,6960000,9890000,9600000,3570000,3920000,5460000,8400000,7750000,5540000,12040000,7820000,19960000,25650000,30380000,31700000,22480000,33690000,29830000,46150000,105830000,74590000,133450000,100460000,170660000,208380000,448730000,470100000,219380000,223900000,219920000,239840000,217850000,163600000,242170000,258060000,227700000,312010000,424040000,543730000,1931070000,1029520000,5341110000,748620000,780050000,983410000,932880000,904110000,1061040000,768880000,582960000,772750000,635120000,637790000,713620000,0,0
Gibraltar,GIB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,510000,910000,430000,30000,130000,680000,1080000,1670000,730000,920000,2370000,3090000,3630000,5170000,5070000,2030000,2540000,3670000,3100000,5920000,10400000,7180000,2450000,1700000,9380000,28600000,20610000,14500000,16030000,340000,520000,2550000,3220000,0,130000,70000,0,0,0,0,0,690000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,GRC,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,GRL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170000,1320000,1260000,1290000,450000,450000,1700000,2050000,1690000,3510000,16890000,11690000,5460000,7730000,9010000,5610000,4330000,9260000,5070000,3160000,12140000,8120000,4400000,4140000,4160000,1990000,7440000,3500000,2570000,8740000,12510000,37410000,4480000,7080000,11720000,15190000,18750000,13380000,2110000,3280000,14000000,2990000,5580000,3700000,250000,0,0
Guam,GUM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,13010000,14000000,7010000,6110000,9450000,9080000,4880000,7550000,5850000,5020000,2060000,2040000,3030000,1030000,2090000,3260000,31400000,19420000,13570000,19590000,14210000,12410000,13240000,19610000,21930000,25880000,48270000,146060000,118300000,126770000,70420000,72640000,98860000,84820000,91130000,106200000,117970000,157230000,150020000,187550000,146540000,133700000,153050000,150010000,134170000,195560000,411160000,466460000,457990000,270200000,282770000,256700000,225050000,229110000,260100000,241020000,253090000,349870000,342530000,0,0
Guinea,GIN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,60000,1020000,6410000,14560000,12560000,21460000,7540000,1090000,1810000,690000,1520000,660000,3410000,1280000,14260000,3030000,1890000,2600000,18800000,19170000,25180000,22050000,19610000,17710000,59800000,44800000,48860000,65650000,65530000,130170000,93510000,154430000,221540000,165990000,162280000,235200000,149500000,125090000,172730000,158660000,112190000,178370000,195660000,193510000,212010000,137140000,137830000,180860000,300460000,213530000,174050000,313560000,604620000,551090000,388670000,397010000,416250000,357100000,367260000,0,0
Guinea-Bissau,GNB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,10000,0,0,0,0,0,290000,0,40000,0,110000,0,0,9730000,13390000,15540000,31960000,38850000,39070000,36720000,39960000,33270000,27480000,33250000,29580000,35450000,42450000,33460000,63480000,60230000,50310000,31790000,34470000,52120000,54100000,54600000,52370000,48510000,41390000,51150000,47430000,47240000,117670000,51580000,52650000,81970000,102070000,112290000,135650000,249850000,94600000,67510000,100270000,96700000,75920000,178220000,84020000,79990000,0,0
Guyana,GUY,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,3200000,4800000,3730000,2580000,3080000,4920000,7070000,4510000,4210000,-230000,1810000,2650000,2060000,750000,80000,10000,400000,1500000,1780000,6620000,4010000,8820000,5870000,3620000,4600000,6300000,11130000,11550000,11060000,26430000,74000000,157750000,19710000,61460000,33050000,21660000,37160000,195900000,102000000,90250000,47440000,49720000,26520000,17580000,89360000,91950000,340020000,63220000,108870000,98160000,98340000,98180000,59490000,50110000,139540000,21810000,59740000,26520000,43520000,0,0
Haiti,HTI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,10000000,14000000,5010000,2030000,3280000,2300000,800000,1160000,3580000,1080000,2300000,2600000,2260000,1190000,6030000,20970000,19490000,20390000,24980000,25390000,30220000,33690000,46300000,47950000,40750000,58430000,95330000,108400000,51780000,101220000,64390000,178290000,59890000,72030000,597970000,512180000,154070000,133710000,131170000,109040000,91190000,74600000,80890000,107900000,204020000,270790000,305290000,544750000,630310000,766110000,2913580000,1268860000,1132100000,1055900000,986480000,960820000,953860000,923450000,790330000,0,0
Honduras,HND,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5010000,6000000,5000000,6010000,7890000,4020000,1310000,1170000,7090000,0,160000,1340000,1600000,1410000,6110000,16050000,8460000,8810000,9300000,21340000,19460000,24550000,33260000,61560000,95110000,125250000,146080000,132570000,151260000,71370000,211970000,550690000,105000000,95680000,84440000,123200000,96870000,78630000,164130000,301570000,224900000,204190000,170920000,128930000,254810000,973280000,1591810000,308310000,410990000,259360000,277510000,179840000,201420000,190980000,214360000,239260000,237590000,237070000,302690000,0,0
"Hong Kong SAR, China",HKG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5110000,5420000,2070000,5480000,590000,4710000,1790000,1360000,1110000,1010000,160000,730000,340000,100000,40000,60000,210000,30000,50000,130000,120000,70000,60000,20000,90000,20000,430000,240000,650000,2820000,4370000,2830000,5160000,2140000,17420000,6440000,3270000,4820000,1390000,330000,130000,-950000,420000,1010000,1690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920000,141350000,114620000,85250000,139210000,33180000,110280000,79900000,85990000,105670000,146980000,186660000,124610000,198690000,253250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,IND,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,519920000,335760000,410010000,432940000,589550000,554450000,618500000,536910000,128140000,140610000,147350000,230260000,171200000,148610000,242690000,511050000,465430000,469580000,640430000,716990000,648520000,809270000,455610000,545160000,582540000,449840000,595470000,531450000,699010000,694770000,508320000,562550000,582890000,490760000,617420000,568540000,600560000,550530000,493060000,480430000,471170000,554680000,678290000,611950000,897710000,1092030000,891780000,1087220000,1175090000,1175210000,1026210000,1055980000,825640000,1025730000,832170000,912220000,692030000,593520000,689380000,0,0
Indonesia,IDN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,83330000,101350000,133540000,93570000,54640000,34100000,30690000,44780000,60520000,51250000,86910000,67010000,84660000,86270000,93250000,68630000,58580000,72440000,71180000,137150000,107830000,123770000,90450000,100920000,121410000,135170000,133200000,191820000,195100000,209510000,273500000,261800000,311140000,236690000,225970000,251420000,215340000,216410000,287100000,435260000,379500000,266660000,305680000,312750000,345280000,1051080000,998030000,972210000,834580000,921000000,853790000,875010000,751840000,889100000,721540000,676380000,694500000,1024800000,696670000,0,0
"Iran, Islamic Rep.",IRN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,12450000,87270000,17390000,31210000,14890000,6740000,-190000,1420000,5090000,220000,560000,240000,2580000,1010000,450000,590000,160000,210000,140180000,-960000,1280000,6860000,5920000,39750000,9630000,7920000,10030000,6600000,6810000,9850000,77980000,85470000,54770000,45440000,56340000,41300000,42700000,59150000,29670000,37050000,36130000,35300000,52290000,65570000,124120000,42180000,59520000,46370000,48540000,42870000,68220000,61920000,61630000,53490000,54410000,35680000,65050000,59910000,64990000,0,0
Iraq,IRQ,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1080000,20000,1150000,1110000,4360000,1700000,1090000,460000,2590000,1580000,5040000,9200000,6390000,2690000,1040000,63340000,1080000,1200000,22620000,1090000,1030000,250420000,220000,890000,630000,3130000,2410000,11650000,10120000,4060000,59520000,458540000,84680000,103050000,217760000,293590000,330960000,209680000,94300000,89190000,93600000,114440000,105030000,1736530000,4252640000,21038970000,8122590000,9147110000,9923720000,2601350000,1686650000,1355350000,785080000,687360000,904490000,1083470000,1645470000,1901410000,1718840000,0,0
Ireland,IRL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Man,IMN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,108680000,106810000,94500000,88510000,89510000,111230000,22210000,2830000,5620000,4210000,6090000,7290000,33520000,115530000,93830000,424490000,509140000,593470000,595940000,655430000,673440000,799540000,804440000,1314450000,1218720000,1972680000,1911510000,1226760000,1227550000,1198770000,1358540000,1511210000,1952300000,1283800000,1310090000,373380000,2294530000,1292740000,1167880000,1013650000,909100000,242250000,803940000,493070000,533590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,3630000,7780000,3970000,4350000,4630000,2000000,2010000,3780000,1690000,2610000,2870000,2270000,250000,380000,1200000,1900000,1430000,12710000,13350000,12750000,11390000,11860000,12240000,26810000,53860000,82530000,70110000,85180000,122290000,116730000,282340000,61590000,242300000,91830000,64270000,39750000,40930000,89060000,24050000,43760000,70220000,38480000,30210000,111850000,93990000,91480000,85910000,128120000,156130000,149490000,73970000,72420000,118760000,114780000,80330000,62490000,64820000,96800000,0,0
Japan,JPN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,67940000,69220000,58270000,59320000,51490000,44230000,46140000,21430000,32750000,12330000,41320000,54060000,78350000,169380000,274410000,424270000,487710000,339730000,320280000,1267190000,1277070000,1075220000,783030000,693420000,600500000,523210000,524980000,573990000,419490000,278660000,738030000,402560000,112580000,73990000,307710000,220670000,169010000,308920000,277240000,239000000,387370000,343580000,428470000,1238050000,518640000,587310000,498940000,725560000,729830000,730650000,760640000,963480000,994750000,1286640000,2547990000,1858470000,2318380000,2466600000,2345720000,0,0
Kazakhstan,KAZ,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490000,10750000,25580000,5090000,44030000,55020000,26830000,28810000,44010000,32670000,23680000,45840000,33370000,72390000,56770000,133020000,206810000,206760000,169990000,196080000,111990000,93180000,98790000,75590000,91260000,71610000,90890000,0,0
Kenya,KEN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,3950000,33610000,35240000,32320000,27350000,36780000,8580000,4350000,6130000,3540000,3400000,5230000,44360000,8300000,22940000,30550000,40350000,46880000,93220000,115690000,122110000,172380000,146390000,154930000,178060000,194570000,192950000,245660000,388680000,378890000,976960000,418250000,380210000,293350000,313970000,243990000,197350000,203250000,199550000,197550000,206330000,273640000,234860000,330290000,403660000,482580000,653420000,930700000,1096740000,1274700000,1229150000,1594540000,1868980000,1920750000,1634140000,1535890000,1476460000,1680280000,1503850000,0,0
Kiribati,KIR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,20000,260000,320000,410000,380000,420000,320000,870000,650000,410000,720000,920000,2310000,3910000,3410000,3420000,1280000,3510000,6650000,5690000,13620000,10830000,10090000,11920000,7930000,6960000,8250000,9580000,6460000,8710000,11850000,8950000,15760000,8630000,4870000,6640000,6450000,8280000,9070000,12450000,7690000,2740000,9170000,5180000,4180000,14850000,15420000,20570000,16170000,15990000,9510000,48800000,46280000,47630000,63880000,39580000,30330000,49620000,50720000,0,0
"Korea, Dem. People’s Rep.",PRK,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,430000,80000,10000,10000,10000,340000,20000,40000,370000,2970000,13810000,74420000,78020000,186190000,50300000,84170000,153290000,107070000,96510000,69020000,45860000,96660000,203210000,63930000,71620000,112940000,90990000,104450000,140100000,125330000,118490000,127240000,118450000,0,0
